OwnerUserId,PostTypeId,CreationDate,Score,LastEditorUserId,LastEditDate,LastActivityDate,CommentCount
15361,2,2016-02-27T00:41:11.417,3,,,2016-02-27T00:41:11.417,0
15663,2,2016-02-27T03:16:34.320,1,15663,2016-03-23T09:05:24.667,2016-03-23T09:05:24.667,0
16560,2,2016-02-27T06:52:09.120,0,,,2016-02-27T06:52:09.120,0
13046,1,2016-02-27T10:01:28.513,2,,,2016-02-29T12:28:00.573,0
924,2,2016-02-27T10:19:05.907,3,,,2016-02-27T10:19:05.907,2
6478,2,2016-02-27T11:29:31.560,1,,,2016-02-27T11:29:31.560,0
16601,2,2016-02-27T12:50:57.053,0,,,2016-02-27T12:50:57.053,0
12377,1,2016-02-27T15:34:34.027,4,,,2016-12-06T20:51:47.023,2
10907,1,2016-02-27T15:59:49.043,3,,,2018-08-17T16:00:45.887,3
381,2,2016-02-27T18:42:38.753,0,,,2016-02-27T18:42:38.753,1
11044,1,2016-02-27T19:14:08.533,6,,,2016-02-29T08:39:00.030,1
13518,1,2016-02-28T07:05:01.517,0,,,2016-02-28T11:21:19.167,0
14904,2,2016-02-28T11:21:19.167,2,,,2016-02-28T11:21:19.167,2
14904,2,2016-02-28T11:25:05.730,6,,,2016-02-28T11:25:05.730,1
16612,1,2016-02-28T17:25:28.147,3,16612,2016-03-01T11:33:31.160,2018-03-16T23:32:29.523,7
16310,2,2016-02-28T19:39:41.407,0,,,2016-02-28T19:39:41.407,0
8752,2,2016-02-28T21:51:28.710,1,,,2016-02-28T21:51:28.710,0
15527,2,2016-02-29T00:53:07.890,1,,,2016-02-29T00:53:07.890,1
16614,2,2016-02-29T04:25:23.520,1,,,2016-02-29T04:25:23.520,0
108,2,2016-02-29T08:39:00.030,5,,,2016-02-29T08:39:00.030,0
11007,2,2016-02-29T12:28:00.573,1,,,2016-02-29T12:28:00.573,0
13034,1,2016-02-29T14:26:42.980,1,,,2016-02-29T14:26:42.980,0
16511,1,2016-02-29T16:48:33.507,1,,,2016-02-29T18:18:58.380,1
16558,2,2016-02-29T18:18:58.380,5,,,2016-02-29T18:18:58.380,2
5041,2,2016-02-29T18:21:35.043,4,5041,2016-02-29T18:28:17.900,2016-02-29T18:28:17.900,0
16558,2,2016-02-29T21:09:03.920,2,,,2016-02-29T21:09:03.920,0
16640,1,2016-02-29T23:32:53.733,1,16640,2016-03-01T01:54:54.900,2016-03-01T01:54:54.900,2
16646,1,2016-03-01T01:56:31.823,-6,,,2016-03-01T05:20:34.457,4
11044,1,2016-03-01T02:46:31.693,6,,,2016-03-06T11:11:38.457,0
381,2,2016-03-01T05:11:56.833,3,381,2016-03-01T05:20:34.457,2016-03-01T05:20:34.457,6
16096,1,2016-03-01T05:56:37.497,20,11097,2016-03-01T08:03:21.320,2018-08-30T09:25:03.187,1
11097,2,2016-03-01T08:01:09.950,1,,,2016-03-01T08:01:09.950,1
9420,2,2016-03-01T08:49:41.437,15,9420,2017-01-24T00:35:09.207,2017-01-24T00:35:09.207,6
16661,1,2016-03-01T15:15:25.953,1,11097,2016-03-01T15:59:52.733,2016-04-02T23:45:35.353,3
14044,1,2016-03-01T15:59:41.713,1,,,2016-04-01T15:16:46.927,1
14913,2,2016-03-01T16:15:42.543,1,14913,2016-03-02T15:11:04.297,2016-03-02T15:11:04.297,4
16664,1,2016-03-01T16:29:54.667,0,,,2016-03-01T19:24:10.957,1
16665,1,2016-03-01T16:44:40.450,2,,,2016-07-11T10:12:21.097,1
381,2,2016-03-01T18:29:57.163,1,381,2016-03-01T19:24:10.957,2016-03-01T19:24:10.957,0
237,1,2016-03-01T21:25:29.730,0,,,2016-03-01T21:25:29.730,5
7966,1,2016-03-01T21:26:04.460,4,,,2016-03-02T01:48:44.923,0
15527,2,2016-03-02T00:18:37.360,1,,,2016-03-02T00:18:37.360,0
16683,1,2016-03-02T01:09:39.420,11,,,2016-03-02T03:19:19.020,1
10277,2,2016-03-02T01:48:44.923,3,,,2016-03-02T01:48:44.923,0
381,2,2016-03-02T03:13:43.577,10,381,2016-03-02T03:19:19.020,2016-03-02T03:19:19.020,2
13046,1,2016-03-02T04:36:11.830,1,,,2016-03-02T04:36:11.830,0
14310,1,2016-03-02T06:14:13.313,6,14310,2016-03-04T06:13:38.087,2016-03-04T06:13:38.087,0
676,2,2016-03-02T07:59:43.067,8,,,2016-03-02T07:59:43.067,2
2489,1,2016-03-02T08:54:10.503,14,,,2016-08-30T15:13:18.680,1
11044,1,2016-03-02T09:27:41.087,3,11097,2016-03-08T06:46:08.820,2016-03-09T04:24:53.393,2
16692,1,2016-03-02T09:34:14.203,1,,,2016-03-02T09:34:14.203,0
16693,1,2016-03-02T10:09:15.650,2,16693,2016-03-02T10:45:09.680,2016-03-02T10:45:09.680,2
11027,2,2016-03-02T12:00:50.990,9,,,2016-03-02T12:00:50.990,1
7966,1,2016-03-02T12:49:00.370,1,7966,2016-03-02T12:59:35.060,2016-03-02T13:44:39.057,0
16465,2,2016-03-02T13:44:39.057,2,,,2016-03-02T13:44:39.057,1
16680,1,2016-03-02T22:10:32.293,1,11097,2016-03-03T00:37:08.883,2016-03-03T00:52:19.427,1
16680,1,2016-03-02T22:16:43.580,5,,,2017-07-05T18:06:54.633,3
381,2,2016-03-02T22:51:19.100,5,,,2016-03-02T22:51:19.100,0
14313,2,2016-03-03T00:05:55.693,3,14313,2016-03-03T00:52:19.427,2016-03-03T00:52:19.427,0
16677,1,2016-03-03T00:09:55.310,1,,,2016-03-03T01:23:15.633,0
2861,1,2016-03-03T00:21:26.643,6,2861,2016-03-03T17:30:14.940,2016-10-21T13:38:37.663,10
14313,2,2016-03-03T01:23:15.633,1,,,2016-03-03T01:23:15.633,2
16712,1,2016-03-03T03:09:33.047,1,16712,2016-03-03T11:16:33.180,2016-03-03T11:16:33.180,6
381,2,2016-03-03T03:11:39.900,3,,,2016-03-03T03:11:39.900,3
16723,1,2016-03-03T09:36:36.193,1,-1,2017-05-23T12:38:53.587,2016-03-03T16:57:57.617,0
16024,1,2016-03-03T16:25:23.677,2,,,2016-03-04T09:34:33.680,0
11121,2,2016-03-03T16:31:55.730,1,,,2016-03-03T16:31:55.730,0
16465,2,2016-03-03T16:57:57.617,0,,,2016-03-03T16:57:57.617,0
5041,2,2016-03-03T17:38:03.550,0,-1,2017-04-13T12:44:20.183,2016-11-29T10:53:43.910,0
16680,2,2016-03-03T18:21:17.377,1,16680,2017-07-05T18:06:54.633,2017-07-05T18:06:54.633,2
16735,1,2016-03-03T19:46:52.493,4,16735,2016-03-03T20:47:32.403,2017-04-29T17:52:11.117,2
13891,1,2016-03-03T20:29:22.797,3,13891,2016-03-03T20:33:48.407,2018-04-05T05:20:14.747,10
381,2,2016-03-03T20:36:09.343,3,,,2016-03-03T20:36:09.343,5
12798,2,2016-03-03T21:39:07.360,0,,,2016-03-03T21:39:07.360,2
12798,2,2016-03-03T23:19:01.583,2,,,2016-03-03T23:19:01.583,0
12798,2,2016-03-03T23:34:21.943,2,,,2016-03-03T23:34:21.943,1
12798,2,2016-03-03T23:39:18.740,1,,,2016-03-03T23:39:18.740,0
16743,1,2016-03-03T23:41:57.497,2,16744,2016-03-04T00:32:37.897,2016-03-05T03:56:20.117,7
12575,2,2016-03-04T07:23:58.337,2,12575,2016-03-07T17:23:56.783,2016-03-07T17:23:56.783,0
2861,1,2016-03-04T08:00:39.950,3,2861,2016-03-04T21:42:10.563,2016-06-10T15:01:31.150,3
201,1,2016-03-04T08:33:36.833,4,31513,2017-04-24T17:38:18.853,2018-05-09T08:15:21.933,0
16753,1,2016-03-04T09:32:17.287,14,16753,2016-03-04T10:11:39.693,2017-05-30T09:42:23.970,0
16024,2,2016-03-04T09:34:33.680,3,,,2016-03-04T09:34:33.680,0
16754,1,2016-03-04T10:03:04.807,1,,,2016-03-04T11:50:19.057,2
6478,2,2016-03-04T11:42:27.550,1,6478,2016-03-04T11:50:19.057,2016-03-04T11:50:19.057,0
13481,1,2016-03-04T13:00:54.080,2,,,2016-03-04T17:18:35.610,6
16764,1,2016-03-04T16:49:25.550,6,,,2017-07-26T07:46:14.037,1
15613,1,2016-03-04T18:31:17.653,4,15613,2016-03-04T19:10:08.490,2016-03-05T17:27:57.010,3
6478,2,2016-03-04T19:17:18.713,3,-1,2017-04-13T12:50:41.230,2016-03-05T17:27:57.010,0
381,2,2016-03-05T03:27:53.870,2,381,2016-03-05T03:56:20.117,2016-03-05T03:56:20.117,7
11044,1,2016-03-05T08:09:29.460,3,11044,2016-03-08T06:59:32.270,2016-03-10T03:40:06.340,0
16749,1,2016-03-05T08:36:11.283,2,16749,2016-03-07T03:34:14.810,2016-03-07T03:34:14.810,2
13736,1,2016-03-05T11:18:28.513,5,13736,2016-03-05T12:59:31.673,2016-03-07T21:37:51.123,0
8878,2,2016-03-05T14:18:09.057,4,,,2016-03-05T14:18:09.057,0
13165,1,2016-03-05T17:43:06.277,1,,,2016-03-05T17:43:06.277,2
381,2,2016-03-05T18:37:21.273,3,,,2016-03-05T18:37:21.273,3
15877,1,2016-03-05T19:07:07.393,6,381,2016-03-05T19:23:22.780,2016-03-08T02:34:58.633,0
16788,1,2016-03-05T20:56:59.990,2,16788,2016-03-05T22:27:34.947,2017-01-19T09:43:24.863,0
16791,1,2016-03-05T21:29:48.683,4,,,2017-03-24T01:54:50.313,1
13046,1,2016-03-06T04:51:12.607,1,,,2017-03-29T00:12:18.537,0
12250,1,2016-03-06T08:17:18.480,3,11097,2016-03-08T06:52:40.477,2017-10-03T16:05:57.583,2
6478,2,2016-03-06T09:52:06.700,2,6478,2016-03-06T10:28:18.203,2016-03-06T10:28:18.203,0
15234,1,2016-03-06T10:33:09.410,2,,,2016-06-04T15:52:12.630,0
381,2,2016-03-06T11:11:38.457,3,,,2016-03-06T11:11:38.457,0
16808,1,2016-03-06T14:08:50.243,4,16284,2016-03-24T13:11:31.183,2016-10-21T07:25:49.957,1
12473,2,2016-03-06T15:20:10.303,3,,,2016-03-06T15:20:10.303,0
9257,1,2016-03-06T15:46:50.050,5,,,2016-08-04T22:25:37.160,1
9257,2,2016-03-06T15:54:29.363,0,,,2016-03-06T15:54:29.363,0
16812,2,2016-03-06T16:05:46.777,6,16812,2018-01-11T22:10:38.190,2018-01-11T22:10:38.190,0
16812,1,2016-03-06T16:36:33.270,2,,,2016-03-06T19:15:42.447,0
924,2,2016-03-06T17:56:36.010,0,,,2016-03-06T17:56:36.010,0
1133,1,2016-03-06T17:57:54.723,8,21,2016-04-14T10:23:59.853,2017-06-16T20:46:32.440,0
16816,1,2016-03-06T18:33:58.750,3,16816,2016-03-06T22:30:39.167,2017-10-09T18:00:16.267,3
16808,1,2016-03-06T10:59:19.857,1,,,2016-03-06T19:04:44.247,5
8560,2,2016-03-06T18:53:08.607,3,,,2016-03-06T18:53:08.607,0
16817,1,2016-03-06T19:08:40.770,1,381,2016-03-06T19:49:38.037,2016-03-07T17:37:17.993,1
381,2,2016-03-06T19:15:42.447,2,,,2016-03-06T19:15:42.447,2
16818,1,2016-03-06T19:58:23.093,1,16818,2016-03-07T03:34:56.517,2016-03-07T03:34:56.517,0
10814,2,2016-03-06T23:15:56.633,1,,,2016-03-06T23:15:56.633,0
16827,2,2016-03-07T00:46:28.223,2,,,2016-03-07T00:46:28.223,0
16827,2,2016-03-07T01:38:50.730,1,,,2016-03-07T01:38:50.730,0
16829,1,2016-03-07T03:37:53.590,1,,,2016-03-07T03:37:53.590,1
14313,2,2016-03-07T06:16:29.040,5,,,2016-03-07T06:16:29.040,0
11097,2,2016-03-07T06:29:05.133,1,-1,2017-04-13T12:50:41.230,2016-03-07T06:29:05.133,0
15361,2,2016-03-07T09:24:09.103,1,,,2016-03-07T09:24:09.103,3
2481,1,2016-03-07T10:05:09.100,2,,,2016-03-07T20:56:56.597,1
16843,1,2016-03-07T12:58:22.040,2,380,2017-07-14T14:05:48.887,2017-07-14T14:05:48.887,0
14310,2,2016-03-07T14:04:56.227,-1,,,2016-03-07T14:04:56.227,3
13686,2,2016-03-07T14:52:17.330,1,13686,2016-03-08T06:28:00.377,2016-03-08T06:28:00.377,0
13686,2,2016-03-07T15:09:06.030,0,,,2016-03-07T15:09:06.030,0
15527,2,2016-03-07T17:37:17.993,0,,,2016-03-07T17:37:17.993,0
12575,2,2016-03-07T17:43:49.207,1,,,2016-03-07T17:43:49.207,0
16854,1,2016-03-07T19:39:18.703,7,,,2016-03-08T18:21:44.057,0
381,2,2016-03-07T20:08:43.027,7,381,2016-03-08T18:21:44.057,2016-03-08T18:21:44.057,5
924,2,2016-03-07T20:13:01.097,1,,,2016-03-07T20:13:01.097,1
11007,2,2016-03-07T20:56:56.597,0,,,2016-03-07T20:56:56.597,3
924,2,2016-03-07T21:37:51.123,1,,,2016-03-07T21:37:51.123,0
12206,1,2016-03-07T23:03:06.100,6,,,2016-04-08T07:36:55.980,3
381,2,2016-03-08T02:34:58.633,4,,,2016-03-08T02:34:58.633,1
381,2,2016-03-08T04:43:20.280,1,381,2016-03-10T03:40:06.340,2016-03-10T03:40:06.340,0
381,2,2016-03-08T06:39:19.383,1,381,2016-03-08T06:51:26.537,2016-03-08T06:51:26.537,1
13686,1,2016-03-08T06:48:40.410,3,13686,2016-03-08T07:11:28.777,2017-04-20T17:59:30.687,0
-1,5,2016-03-08T06:51:38.410,0,-1,2016-03-08T06:51:38.410,2016-03-08T06:51:38.410,0
11097,4,2016-03-08T06:51:38.410,0,11097,2016-03-08T10:34:36.463,2016-03-08T10:34:36.463,0
13686,2,2016-03-08T07:14:54.857,2,31373,2017-04-20T17:59:30.687,2017-04-20T17:59:30.687,2
12377,1,2016-03-08T12:11:25.040,3,,,2016-03-09T03:59:10.647,0
16812,2,2016-03-08T14:19:07.903,1,,,2016-03-08T14:19:07.903,0
16887,1,2016-03-08T16:51:45.650,1,,,2018-04-13T04:19:04.047,2
381,2,2016-03-08T17:09:53.697,1,,,2016-03-08T17:09:53.697,0
14313,2,2016-03-08T18:16:32.237,5,14313,2016-03-09T03:59:10.647,2016-03-09T03:59:10.647,1
15064,1,2016-03-08T21:27:18.810,2,381,2016-03-08T23:27:47.543,2016-03-08T23:27:47.543,0
9667,2,2016-03-08T22:02:08.687,2,,,2016-03-08T22:02:08.687,0
9565,2,2016-03-08T22:16:14.060,3,,,2016-03-08T22:16:14.060,0
12798,2,2016-03-08T23:11:30.407,0,,,2016-03-08T23:11:30.407,0
6478,2,2016-03-09T00:16:33.483,1,,,2016-03-09T00:16:33.483,0
16897,1,2016-03-09T00:24:50.050,2,16897,2016-03-14T08:40:37.780,2016-03-17T02:20:28.220,2
381,2,2016-03-09T06:12:04.713,2,381,2016-03-17T02:20:28.220,2016-03-17T02:20:28.220,4
16865,1,2016-03-09T08:37:20.947,10,,,2018-04-23T16:02:53.450,0
14332,1,2016-03-09T09:51:44.833,1,,,2016-03-09T13:57:55.067,2
13686,1,2016-03-09T11:14:20.163,24,11097,2016-03-09T14:27:11.463,2018-01-26T14:34:28.137,0
13686,2,2016-03-09T11:15:28.157,20,13686,2016-03-09T14:03:53.847,2016-03-09T14:03:53.847,2
108,2,2016-03-09T13:57:55.067,1,,,2016-03-09T13:57:55.067,0
16911,1,2016-03-09T13:58:57.540,2,,,2016-03-09T13:58:57.540,0
13686,1,2016-03-09T14:23:20.817,4,,,2016-03-09T14:23:20.817,0
16812,2,2016-03-09T15:23:54.927,1,16812,2018-01-11T22:12:33.503,2018-01-11T22:12:33.503,0
16913,1,2016-03-09T15:27:17.250,1,,,2016-03-09T15:27:17.250,1
16676,1,2016-03-09T17:10:16.333,2,,,2016-03-09T17:10:16.333,0
13145,1,2016-03-10T01:25:22.640,1,,,2016-03-10T01:25:22.640,0
16927,1,2016-03-10T03:07:38.000,2,11097,2016-03-10T05:29:26.090,2016-03-10T05:29:26.090,1
16928,1,2016-03-10T03:42:07.697,1,,,2016-03-14T21:21:15.620,3
108,2,2016-03-10T07:27:23.577,4,108,2016-03-10T09:01:08.403,2016-03-10T09:01:08.403,0
16939,1,2016-03-10T09:21:41.117,1,8820,2016-03-10T17:53:02.880,2016-04-09T18:38:37.303,0
16943,1,2016-03-10T10:48:12.450,1,16284,2016-04-22T17:04:11.213,2016-04-22T17:04:11.213,1
15905,1,2016-03-10T10:53:59.060,2,,,2016-03-12T05:37:45.277,0
16951,1,2016-03-10T15:52:55.427,1,,,2016-03-11T22:36:56.720,0
14586,1,2016-03-10T15:56:50.617,1,5041,2016-04-10T15:45:13.360,2016-10-10T21:06:00.037,0
16096,1,2016-03-10T17:36:50.013,-2,11097,2016-03-25T13:07:27.903,2017-04-20T21:45:41.107,0
15137,1,2016-03-10T17:50:00.297,1,15137,2016-03-10T17:56:42.957,2016-04-11T09:37:41.670,0
8820,2,2016-03-10T18:04:23.910,2,8820,2016-03-10T18:09:27.423,2016-03-10T18:09:27.423,0
3439,2,2016-03-10T18:04:42.157,1,,,2016-03-10T18:04:42.157,2
12377,1,2016-03-10T19:39:16.190,18,,,2016-03-11T13:34:11.047,0
16964,1,2016-03-10T21:01:20.697,11,16964,2017-05-01T10:33:43.123,2017-05-01T10:33:43.123,0
16966,1,2016-03-10T21:48:42.187,4,,,2016-11-16T23:46:35.400,2
14313,2,2016-03-10T23:52:45.690,4,,,2016-03-10T23:52:45.690,1
16969,2,2016-03-11T00:06:47.993,0,,,2016-03-11T00:06:47.993,2
14313,2,2016-03-11T01:07:34.517,0,,,2016-03-11T01:07:34.517,0
16971,1,2016-03-11T01:09:37.010,2,,,2016-03-11T01:21:06.473,1
7848,2,2016-03-11T01:12:33.637,1,,,2016-03-11T01:12:33.637,0
14313,2,2016-03-11T01:21:06.473,2,,,2016-03-11T01:21:06.473,1
16166,2,2016-03-11T05:47:35.290,1,16166,2016-03-11T14:06:51.313,2016-03-11T14:06:51.313,1
13686,2,2016-03-11T06:31:47.807,1,13686,2016-03-11T06:39:43.660,2016-03-11T06:39:43.660,0
15325,1,2016-03-11T07:35:28.530,2,-1,2017-05-23T12:38:53.587,2016-11-13T03:37:37.120,0
16870,2,2016-03-11T09:40:57.230,1,,,2016-03-11T09:40:57.230,2
16977,1,2016-03-11T10:11:24.820,1,,,2016-03-11T10:11:24.820,0
14904,2,2016-03-11T10:26:06.867,1,14904,2016-03-17T07:28:31.967,2016-03-17T07:28:31.967,4
108,2,2016-03-11T10:48:15.793,2,,,2016-03-11T10:48:15.793,0
16985,2,2016-03-11T13:01:09.090,-1,,,2016-03-11T13:01:09.090,0
108,2,2016-03-11T13:03:41.843,0,,,2016-03-11T13:03:41.843,0
108,2,2016-03-11T13:32:10.947,2,,,2016-03-11T13:32:10.947,0
15501,2,2016-03-11T13:34:11.047,17,-1,2017-04-13T12:50:40.600,2016-03-11T13:34:11.047,0
15690,1,2016-03-11T15:03:59.843,4,,,2016-03-29T08:40:20.463,2
12867,1,2016-03-11T15:25:33.093,1,,,2016-03-11T15:25:33.093,2
12867,1,2016-03-11T16:01:53.930,1,,,2016-03-11T16:01:53.930,2
10345,1,2016-03-11T16:49:04.193,0,471,2016-04-12T13:14:30.480,2016-04-12T13:14:30.480,0
12575,2,2016-03-11T21:11:42.930,1,,,2016-03-11T21:11:42.930,4
4853,2,2016-03-11T22:36:56.720,4,,,2016-03-11T22:36:56.720,0
16992,1,2016-03-12T00:22:25.197,1,924,2016-03-12T09:07:56.127,2016-03-12T09:07:56.127,3
13686,2,2016-03-12T05:37:45.277,1,,,2016-03-12T05:37:45.277,3
9774,1,2016-03-12T15:21:23.430,4,9774,2016-03-12T16:04:37.300,2016-03-13T12:41:54.463,0
21,2,2016-03-12T15:47:06.863,7,-1,2017-04-13T12:44:20.183,2016-03-12T15:47:06.863,1
9774,1,2016-03-12T17:44:12.350,2,,,2016-03-14T16:08:21.680,0
14904,2,2016-03-12T18:52:20.617,3,,,2016-03-12T18:52:20.617,0
12443,1,2016-03-12T19:49:04.710,2,12443,2016-03-12T19:57:55.140,2016-04-12T06:44:08.780,1
7966,1,2016-03-12T20:43:03.863,4,-1,2016-08-21T10:55:00.863,2016-08-21T10:55:00.863,0
12241,2,2016-03-13T05:58:55.897,1,,,2016-03-13T05:58:55.897,0
12241,2,2016-03-13T06:05:25.770,1,,,2016-03-13T06:05:25.770,0
17006,1,2016-03-13T07:29:41.990,1,,,2016-08-10T16:40:40.590,1
836,2,2016-03-13T09:32:44.693,0,836,2016-03-13T09:49:14.040,2016-03-13T09:49:14.040,0
13727,2,2016-03-13T12:41:54.463,1,,,2016-03-13T12:41:54.463,2
14684,1,2016-03-13T17:46:59.960,0,,,2016-03-14T01:19:41.613,0
17022,1,2016-03-14T00:37:25.940,4,17022,2016-03-14T05:22:52.177,2016-05-04T22:03:07.247,3
924,2,2016-03-14T01:19:41.613,1,,,2016-03-14T01:19:41.613,0
13686,1,2016-03-14T07:06:05.487,3,16284,2016-03-24T13:58:35.757,2016-04-23T15:05:16.543,0
13686,2,2016-03-14T08:32:13.420,1,13686,2016-03-19T03:43:14.667,2016-03-19T03:43:14.667,1
17034,1,2016-03-14T09:27:38.383,1,,,2016-04-13T22:20:20.450,0
16964,1,2016-03-14T09:47:28.813,4,21024,2016-07-06T08:32:38.517,2018-08-21T04:24:21.270,2
11121,2,2016-03-14T10:35:42.447,0,,,2016-03-14T10:35:42.447,1
14904,2,2016-03-14T10:59:29.430,0,,,2016-03-14T10:59:29.430,0
15202,2,2016-03-14T13:01:54.977,1,,,2016-03-14T13:01:54.977,1
17047,1,2016-03-14T14:33:11.313,2,,,2016-03-17T16:31:16.180,7
13686,2,2016-03-14T15:04:59.870,3,13686,2016-03-19T03:39:37.863,2016-03-19T03:39:37.863,5
16152,2,2016-03-14T15:44:26.867,0,,,2016-03-14T15:44:26.867,0
8650,2,2016-03-14T16:08:21.680,2,-1,2017-04-13T12:44:20.183,2016-03-14T16:08:21.680,0
17047,1,2016-03-14T16:16:25.640,1,,,2016-03-14T17:23:50.040,0
17049,2,2016-03-14T16:32:42.607,-2,17049,2016-03-14T16:42:16.703,2016-03-14T16:42:16.703,0
16050,2,2016-03-14T17:07:51.323,10,,,2016-03-14T17:07:51.323,4
16853,1,2016-03-14T17:18:16.080,3,16853,2016-03-16T11:19:59.197,2016-03-23T13:51:55.687,0
8820,2,2016-03-14T17:23:50.040,1,,,2016-03-14T17:23:50.040,2
17054,2,2016-03-14T20:00:45.083,1,,,2016-03-14T20:00:45.083,1
17055,2,2016-03-14T21:21:15.620,1,,,2016-03-14T21:21:15.620,0
15361,2,2016-03-14T21:53:14.007,1,,,2016-03-14T21:53:14.007,0
17057,1,2016-03-14T22:35:56.710,0,,,2016-11-04T14:58:39.103,0
14876,1,2016-03-14T22:39:16.153,1,,,2016-03-14T22:39:16.153,0
12443,1,2016-03-14T23:38:12.397,1,,,2017-07-23T08:46:18.163,1
14779,2,2016-03-15T01:08:58.617,3,14779,2016-03-15T20:30:26.870,2016-03-15T20:30:26.870,3
13957,2,2016-03-15T01:44:24.583,2,,,2016-03-15T01:44:24.583,1
13957,2,2016-03-15T03:16:21.697,9,,,2016-03-15T03:16:21.697,3
14393,1,2016-03-15T10:17:24.553,1,,,2016-03-15T10:17:24.553,2
16972,1,2016-03-15T16:35:42.080,4,,,2017-02-09T06:09:49.193,0
17080,2,2016-03-15T17:54:10.540,4,17080,2016-03-26T10:33:32.430,2016-03-26T10:33:32.430,0
17081,1,2016-03-15T17:57:57.203,3,11097,2016-04-15T01:36:42.767,2018-03-27T21:25:21.160,0
16024,2,2016-03-15T19:57:19.950,1,,,2016-03-15T19:57:19.950,8
381,2,2016-03-15T21:56:08.110,1,,,2016-03-15T21:56:08.110,0
17085,1,2016-03-16T01:03:29.313,8,,,2016-04-01T01:48:26.150,0
14898,1,2016-03-16T04:28:50.893,11,,,2016-03-16T12:54:20.037,2
14904,2,2016-03-16T05:32:30.787,13,,,2016-03-16T05:32:30.787,1
17045,1,2016-03-16T08:00:50.517,1,17045,2016-03-16T08:12:24.717,2016-03-16T08:12:24.717,0
11141,2,2016-03-16T12:54:20.037,3,,,2016-03-16T12:54:20.037,1
5091,1,2016-03-16T13:28:39.270,1,5091,2016-03-17T07:52:33.083,2016-03-17T07:52:33.083,0
11007,2,2016-03-16T13:44:02.077,0,,,2016-03-16T13:44:02.077,4
10967,1,2016-03-16T14:10:07.437,2,836,2017-08-22T18:04:27.733,2017-08-22T18:04:27.733,0
17078,2,2016-03-16T15:57:38.733,1,,,2016-03-16T15:57:38.733,0
17101,1,2016-03-16T16:08:56.073,2,,,2016-05-15T20:35:18.930,0
2723,1,2016-03-16T18:47:46.380,3,,,2017-12-09T03:10:53.250,4
964,2,2016-03-16T19:13:33.277,1,,,2016-03-16T19:13:33.277,4
924,2,2016-03-16T19:56:45.303,5,,,2016-03-16T19:56:45.303,7
10135,2,2016-03-17T01:54:02.977,2,,,2016-03-17T01:54:02.977,0
12527,1,2016-03-17T05:49:24.920,2,-1,2017-04-13T12:50:41.230,2016-03-17T05:49:24.920,2
1426,1,2016-03-17T10:38:41.777,4,11097,2016-03-17T10:52:37.037,2016-03-18T13:58:36.520,0
14732,2,2016-03-17T12:40:55.787,0,,,2016-03-17T12:40:55.787,0
2723,1,2016-03-17T13:56:10.293,2,,,2016-09-05T07:37:43.860,0
17047,2,2016-03-17T16:31:16.180,1,,,2016-03-17T16:31:16.180,0
13736,1,2016-03-17T17:48:05.420,0,,,2016-06-15T22:12:17.300,0
13855,1,2016-03-17T18:27:33.173,2,13855,2016-03-19T04:09:18.397,2016-03-19T04:09:18.397,1
14313,2,2016-03-17T20:57:14.553,1,,,2016-03-17T20:57:14.553,7
13417,1,2016-03-17T23:01:10.830,1,13450,2016-03-18T13:21:36.553,2016-04-17T18:24:06.693,0
843,2,2016-03-18T02:22:50.490,1,,,2016-03-18T02:22:50.490,0
17149,1,2016-03-18T10:24:00.550,1,924,2016-03-19T06:47:57.470,2016-03-19T06:47:57.470,1
13736,1,2016-03-18T10:34:45.107,5,,,2018-07-24T13:56:07.173,0
14904,2,2016-03-18T10:37:46.340,0,,,2016-03-18T10:37:46.340,1
11007,2,2016-03-18T12:42:19.223,4,,,2016-03-18T12:42:19.223,0
2576,2,2016-03-18T13:58:36.520,1,,,2016-03-18T13:58:36.520,2
10135,2,2016-03-18T14:02:53.683,1,10135,2016-03-18T17:26:08.443,2016-03-18T17:26:08.443,2
10135,2,2016-03-18T17:49:26.493,0,,,2016-03-18T17:49:26.493,0
10135,2,2016-03-18T18:48:55.093,3,,,2016-03-18T18:48:55.093,0
17159,1,2016-03-18T21:29:56.677,1,,,2016-03-19T00:26:16.793,3
15361,2,2016-03-19T00:26:16.793,1,,,2016-03-19T00:26:16.793,2
588,2,2016-03-19T03:36:05.867,3,,,2016-03-19T03:36:05.867,0
12443,1,2016-03-19T09:48:01.243,8,,,2016-04-20T23:16:18.350,0
9186,2,2016-03-19T10:28:18.930,5,16284,2016-03-21T17:20:52.007,2016-03-21T17:20:52.007,0
17165,1,2016-03-19T10:43:03.593,2,31513,2017-05-10T04:00:10.160,2017-05-10T04:00:10.160,0
16024,2,2016-03-19T11:19:06.693,9,,,2016-03-19T11:19:06.693,6
13736,1,2016-03-19T16:17:37.910,1,,,2016-03-19T18:25:42.490,0
13736,2,2016-03-19T18:25:42.490,1,,,2016-03-19T18:25:42.490,0
723,1,2016-03-19T20:53:31.690,3,,,2018-05-10T07:49:55.653,0
2861,1,2016-03-20T00:08:52.193,1,,,2016-03-20T00:08:52.193,0
12443,1,2016-03-20T05:04:16.053,3,,,2016-03-22T00:20:22.480,0
12363,2,2016-03-20T08:40:07.487,6,12363,2018-06-21T06:12:03.607,2018-06-21T06:12:03.607,0
17176,1,2016-03-20T09:06:00.657,1,,,2016-03-20T09:06:00.657,0
