AccountId,CreationDate,Reputation,Views,UpVotes,DownVotes,LastAccessDate
4087359,2014-09-22T21:32:03.350,1,1,0,0,2014-09-22T21:32:03.350
1262236,2014-09-22T22:56:33.460,101,1,0,0,2018-02-20T13:31:26.330
5069218,2014-09-22T23:42:14.773,1,1,0,0,2014-09-22T23:42:14.773
4957801,2014-09-23T02:36:26.130,101,1,0,0,2016-02-06T09:37:44.067
4933185,2014-09-23T03:27:50.450,22,3,0,0,2014-09-25T04:02:14.197
1483568,2014-09-23T08:35:07.577,101,1,0,0,2018-06-12T22:25:21.513
5070929,2014-09-23T08:42:54.293,1,1,0,0,2014-09-23T08:59:41.623
5047425,2014-09-23T12:51:55.293,1,1,0,0,2018-08-01T08:28:56.433
1789692,2014-09-23T15:05:27.357,1,1,0,0,2017-06-29T19:27:55.907
450534,2014-09-23T15:09:49.060,101,1,0,0,2016-12-06T06:22:11.733
210176,2014-09-23T15:33:26.493,1,1,0,0,2017-05-17T03:51:19.810
4968083,2014-09-23T15:34:32.457,121,2,5,0,2018-07-19T06:41:25.310
5039033,2014-09-23T17:05:35.360,1,1,0,0,2014-12-18T07:17:33.170
241162,2014-09-23T19:24:42.550,101,3,0,0,2017-04-21T13:47:40.307
936851,2014-09-23T20:39:18.080,128,1,1,0,2016-02-29T11:29:34.660
3307427,2014-09-23T20:53:36.483,1,1,0,0,2014-10-08T23:18:45.737
130298,2014-09-23T23:29:43.960,101,1,0,0,2018-08-30T17:11:22.930
2049775,2014-09-23T23:55:13.247,1,1,0,0,2016-04-04T17:01:44.847
5075070,2014-09-24T02:42:12.760,1,1,0,0,2014-09-24T02:42:12.760
1076169,2014-09-24T10:13:35.823,101,1,2,0,2018-03-30T12:57:20.767
126035,2014-09-24T11:35:07.320,1,2,0,0,2018-08-03T06:44:05.363
1906346,2014-09-24T12:49:59.553,101,2,1,0,2018-05-30T05:18:51.700
2854793,2014-09-24T14:43:48.533,1,1,0,0,2014-09-24T15:01:21.003
3536361,2014-09-24T14:49:13.137,101,1,0,0,2018-06-12T14:14:16.790
1382411,2014-09-24T15:12:08.027,111,2,1,0,2018-03-30T14:45:48.980
2718481,2014-09-24T16:07:18.477,16,2,0,0,2015-08-23T17:04:22.377
3507587,2014-09-24T16:30:55.003,101,1,1,0,2018-04-29T19:47:16.583
20179,2014-09-24T18:03:39.963,101,1,0,0,2017-08-07T01:00:28.927
1645087,2014-09-24T18:05:25.273,101,1,2,0,2018-08-23T15:12:48.270
3785824,2014-09-24T20:08:16.677,1,1,0,0,2014-10-05T15:30:29.507
894233,2014-09-24T20:16:50.420,101,1,1,0,2018-07-28T19:09:11.187
5075696,2014-09-24T21:37:52.777,121,13,0,0,2015-09-15T12:31:40.947
395885,2014-09-24T21:55:34.103,101,2,1,0,2017-05-22T07:55:10.720
2877675,2014-09-24T22:51:49.390,101,1,0,0,2014-12-07T09:23:57.820
1996182,2014-09-25T00:42:11.670,101,1,1,0,2017-11-20T15:20:07.497
5079618,2014-09-25T02:32:42.310,1,1,0,0,2014-09-25T07:28:51.407
4629958,2014-09-25T03:39:25.017,1,1,0,0,2018-05-07T13:12:43.370
5081218,2014-09-25T03:43:18.810,1,1,0,0,2014-09-25T03:43:18.810
2723020,2014-09-25T04:07:24.283,1,1,0,0,2014-09-25T04:07:24.283
28816,2014-09-25T06:26:23.557,101,1,0,0,2015-05-27T07:07:08.987
4359202,2014-09-25T07:50:12.700,101,2,0,0,2014-09-25T07:50:12.700
4796336,2014-09-25T12:54:41.773,1,1,0,0,2014-09-25T12:54:41.773
4660204,2014-09-25T13:03:10.287,101,2,0,0,2015-08-24T14:04:33.747
1350747,2014-09-25T15:02:30.407,360,48,9,0,2018-05-14T15:42:51.917
5084910,2014-09-25T15:19:49.213,1,1,0,0,2014-09-25T15:19:49.213
1115962,2014-09-25T17:46:14.373,101,1,0,0,2018-03-20T20:50:54.403
3714995,2014-09-25T20:16:16.837,133,10,2,0,2016-06-16T22:31:28.463
233789,2014-09-25T20:24:27.367,101,1,0,0,2014-09-25T20:24:27.367
2785891,2014-09-26T02:42:48.583,101,1,0,0,2017-06-14T17:12:57.820
3133355,2014-09-26T06:10:33.627,219,11,7,0,2018-06-28T13:26:40.600
34536,2014-09-26T08:55:08.323,101,1,0,0,2014-09-26T08:55:08.323
154977,2014-09-26T09:12:51.827,101,1,0,0,2016-02-08T16:57:55.263
3304855,2014-09-26T09:19:06.180,31,3,0,0,2016-08-23T17:21:26.567
2518951,2014-09-26T16:26:50.153,101,1,0,0,2014-09-26T16:26:50.153
1546355,2014-09-26T17:10:30.883,101,1,1,0,2016-04-21T15:29:53.723
159824,2014-09-27T00:26:25.737,101,1,0,0,2015-09-05T15:48:58.913
1644566,2014-09-27T10:21:13.280,145,7,6,0,2018-08-31T05:39:53.787
3499940,2014-09-27T10:45:18.733,1,1,0,0,2014-09-27T11:15:28.860
7567,2014-09-27T21:49:25.733,108,1,1,0,2017-04-20T22:30:19.350
5095788,2014-09-28T00:03:37.553,1,1,0,0,2014-09-28T00:03:37.553
4655121,2014-09-28T03:00:49.247,101,1,4,0,2018-02-13T19:59:23.060
3301407,2014-09-28T03:24:12.620,101,1,0,0,2014-09-28T03:57:51.607
1629567,2014-09-28T04:44:21.903,101,1,1,0,2018-06-07T18:45:59.757
2860702,2014-09-28T07:03:02.617,101,1,1,0,2016-03-11T09:24:23.527
3381646,2014-09-28T14:02:06.657,101,1,0,0,2018-08-13T09:01:32.407
308303,2014-09-28T17:15:35.597,101,1,0,0,2015-01-09T08:50:29.517
5011462,2014-09-28T17:47:56.387,101,1,0,0,2015-07-03T12:55:59.680
302927,2014-09-28T18:06:47.333,1,2,0,0,2014-09-28T18:06:47.333
52405,2014-09-28T19:09:18.450,1,2,0,0,2014-09-28T19:09:18.450
5098290,2014-09-29T00:52:05.820,1,1,0,0,2014-09-29T00:52:05.820
1324884,2014-09-29T04:07:27.827,171,1,0,0,2018-06-20T18:22:34.900
5100008,2014-09-29T05:07:37.403,101,1,2,0,2018-06-25T17:51:26.487
2676304,2014-09-29T14:43:13.970,131,1,0,0,2014-11-25T16:46:00.297
1086552,2014-09-29T15:09:52.127,1,1,0,0,2014-09-29T15:09:52.127
209111,2014-09-29T15:32:55.037,101,1,0,0,2018-06-28T01:34:29.827
4583123,2014-09-29T15:55:48.907,1,1,0,0,2014-11-21T03:48:37.927
1236134,2014-09-29T16:27:25.397,101,1,0,0,2014-09-29T16:27:25.397
366399,2014-09-29T16:49:53.970,101,1,0,0,2017-08-05T14:04:05.030
2851325,2014-09-29T16:56:08.217,116,3,4,0,2018-09-01T20:11:10.453
1349569,2014-09-29T17:40:01.717,869,41,209,6,2018-06-13T17:27:00.340
1997956,2014-09-29T18:14:44.763,101,1,7,0,2018-07-03T15:40:36.183
196543,2014-09-29T20:38:07.820,101,1,0,0,2018-04-20T01:33:35.363
5104107,2014-09-29T21:20:57.790,1,1,0,0,2014-09-29T21:20:57.790
1155231,2014-09-30T02:51:25.220,101,1,3,0,2018-07-13T08:07:35.977
1857700,2014-09-30T05:43:29.337,1,1,0,0,2015-05-29T03:16:46.090
4570131,2014-09-30T08:36:22.817,1,2,0,0,2018-07-25T03:09:10.490
5106479,2014-09-30T09:43:24.153,6,1,0,0,2014-10-18T20:29:54.447
2398749,2014-09-30T10:53:21.990,101,1,0,0,2015-02-24T05:38:16.850
2612682,2014-09-30T11:22:00.370,101,1,0,0,2017-12-05T03:38:07.153
5099560,2014-09-30T13:10:15.853,1,1,0,0,2014-09-30T13:10:15.853
1967729,2014-09-30T13:23:15.770,1,1,0,0,2014-09-30T13:23:15.770
2306067,2014-09-30T13:50:06.787,1,1,0,0,2018-05-24T11:09:20.510
5107958,2014-09-30T14:57:52.353,1,0,0,0,2014-09-30T14:57:52.353
192601,2014-09-30T17:39:34.537,101,1,0,0,2018-03-15T17:32:32.880
2427854,2014-09-30T17:53:21.750,1,0,0,0,2016-05-26T20:08:49.543
875372,2014-09-30T19:52:52.037,11,1,0,0,2017-06-30T21:12:26.907
333785,2014-09-30T20:56:22.370,1,1,0,0,2014-09-30T20:56:22.370
2749376,2014-09-30T22:00:26.673,1,0,0,0,2017-09-21T08:44:51.510
4921986,2014-10-01T05:22:15.313,56,1,1,0,2017-11-28T10:10:16.980
5110986,2014-10-01T05:40:46.293,1,0,0,0,2018-08-16T06:30:20.090
5111267,2014-10-01T07:23:14.513,1,1,0,0,2014-10-01T07:23:14.513
4032404,2014-10-01T08:36:09.620,101,2,0,0,2015-01-03T06:28:36.273
4954085,2014-10-01T08:37:25.580,101,1,0,0,2018-06-05T21:51:54.547
5088696,2014-10-01T08:50:04.720,1,1,0,0,2014-10-01T08:50:04.720
3757830,2014-10-01T09:25:10.043,101,1,0,0,2018-08-31T05:10:36.223
3272816,2014-10-01T09:33:17.123,101,1,1,0,2018-07-24T23:55:01.433
3084535,2014-10-01T10:16:13.257,1,1,0,0,2016-11-08T15:43:31.967
4995432,2014-10-01T10:22:32.783,1,1,0,0,2014-10-01T11:38:13.933
469221,2014-10-01T10:30:37.530,101,1,1,0,2018-08-11T11:12:15.297
2811419,2014-10-01T13:05:41.493,1,1,0,0,2014-10-01T13:05:41.493
5112886,2014-10-01T13:26:52.037,46,1,0,0,2014-10-04T05:28:08.797
5113071,2014-10-01T14:03:05.870,6,0,0,0,2014-10-01T14:03:05.870
1433229,2014-10-01T16:39:36.993,101,1,0,0,2014-10-01T16:39:36.993
5007721,2014-10-01T17:49:12.480,1,1,0,0,2018-07-12T13:56:50.740
2689117,2014-10-01T18:10:58.010,58,6,0,0,2017-08-24T16:50:14.517
2494494,2014-10-01T19:43:20.393,42,4,0,0,2017-03-17T12:56:56.180
1092932,2014-10-01T21:08:03.533,1,1,0,0,2014-10-03T20:46:29.800
5116030,2014-10-02T03:30:37.930,16,2,0,0,2015-02-16T14:10:11.480
3255326,2014-10-02T06:16:17.070,26,1,0,0,2018-08-31T11:34:53.560
1663340,2014-10-02T06:26:24.480,101,1,0,0,2016-10-10T11:50:52.957
5117185,2014-10-02T14:56:47.157,1,1,0,0,2015-02-25T18:12:34.520
2038086,2014-10-02T17:31:20.310,18,3,0,0,2017-12-02T01:35:48.347
5119591,2014-10-02T19:31:46.947,1,1,0,0,2014-10-02T20:30:52.767
1506685,2014-10-02T20:24:56.783,101,1,0,0,2014-10-02T20:24:56.783
4980128,2014-10-02T23:00:52.207,141,1,3,0,2015-03-31T21:23:14.190
3063446,2014-10-03T00:23:51.753,171,3,0,0,2018-01-07T21:41:51.927
5121187,2014-10-03T04:05:55.353,1,1,0,0,2014-10-05T05:44:15.563
175463,2014-10-03T08:33:14.563,101,1,1,0,2014-10-03T11:07:03.257
70189,2014-10-03T09:57:40.770,1,1,0,0,2014-10-03T09:57:40.770
3165425,2014-10-03T14:08:52.723,1,1,0,0,2016-09-12T09:01:10.410
85496,2014-10-03T14:12:39.260,101,1,1,0,2018-02-23T20:59:11.930
5092379,2014-10-03T14:19:16.133,1,1,0,0,2017-04-17T10:53:05.483
1390539,2014-10-03T15:32:23.137,101,1,0,0,2014-10-03T15:32:23.137
3807310,2014-10-03T16:21:24.637,1,1,0,0,2015-04-08T18:44:48.280
2311644,2014-10-03T18:57:41.433,101,2,0,0,2017-02-16T05:35:09.870
2420677,2014-10-03T20:34:04.143,101,1,2,0,2018-07-31T17:52:51.020
5125534,2014-10-04T03:34:03.247,1,2,0,0,2014-10-08T04:05:55.493
4501629,2014-10-04T07:49:26.637,8,1,0,0,2014-10-27T21:43:04.430
2908276,2014-10-04T12:23:50.783,101,1,0,0,2014-10-04T12:23:50.783
2208407,2014-10-04T15:54:39.823,101,1,0,0,2017-12-01T11:22:02.983
1961444,2014-10-04T16:34:02.627,1,1,0,0,2016-09-04T17:37:43.113
406342,2014-10-04T19:35:41.240,48,6,0,0,2015-01-18T13:23:47.573
5061085,2014-10-04T19:44:48.510,101,3,0,0,2014-10-26T05:06:50.913
1148923,2014-10-04T20:23:34.500,101,2,0,0,2015-12-20T14:31:24.140
5006945,2014-10-04T21:49:45.723,1,1,0,0,2018-06-27T15:04:09.553
5126783,2014-10-04T22:37:58.867,101,1,0,0,2018-07-27T19:49:03.060
192186,2014-10-05T00:04:40.057,101,1,0,0,2014-10-06T17:39:47.817
5128425,2014-10-05T00:10:04.510,1,1,0,0,2014-10-05T00:10:04.510
239638,2014-10-05T01:28:26.527,101,2,0,0,2016-05-25T09:30:05.997
3871138,2014-10-05T03:42:56.500,1,1,0,0,2014-10-05T03:42:56.500
1247074,2014-10-05T05:01:29.947,121,2,0,0,2018-07-30T15:35:09.130
5094024,2014-10-05T05:34:38.923,53,1,0,0,2015-04-24T02:36:40.490
6743,2014-10-05T06:53:52.347,101,1,7,0,2018-08-24T08:09:01.617
276584,2014-10-05T09:03:31.557,101,1,1,0,2018-08-09T18:30:57.697
3739765,2014-10-05T10:01:49.143,1,1,0,0,2014-10-29T10:05:57.237
5129769,2014-10-05T11:41:27.550,1,1,0,0,2014-10-05T14:53:34.013
2306141,2014-10-05T19:06:44.657,21,6,0,0,2018-04-13T10:14:13.123
2376847,2014-10-05T21:19:28.083,1,2,0,0,2017-10-06T23:32:28.240
3125220,2014-10-06T07:43:51.853,1,1,0,0,2018-02-12T12:37:27.990
405272,2014-10-06T09:47:43.737,101,1,0,0,2018-05-02T21:02:54.043
3073282,2014-10-06T11:58:27.347,185,8,0,1,2018-01-04T09:39:45.773
3769342,2014-10-06T12:37:37.550,18,1,0,0,2018-03-13T04:58:36.887
970625,2014-10-06T15:40:03.753,1,1,0,0,2014-10-14T12:28:48.723
136284,2014-10-06T17:44:18.507,101,2,0,0,2018-09-01T09:10:37.090
1385519,2014-10-06T17:57:46.600,1,1,0,0,2014-10-06T17:57:46.600
2048016,2014-10-06T18:25:29.060,126,1,0,0,2018-04-02T17:10:24.197
2446997,2014-10-06T18:38:22.533,1,1,0,0,2017-05-16T16:19:11.423
446167,2014-10-06T19:54:29.443,101,1,0,0,2017-10-12T19:15:23.040
257646,2014-10-06T20:08:55.730,101,1,0,0,2014-10-06T23:59:31.797
8840,2014-10-07T00:15:03.443,1,1,0,0,2014-10-07T00:15:03.443
3998860,2014-10-07T07:51:09.283,101,6,0,0,2018-07-06T20:28:05.690
3517118,2014-10-07T07:52:36.490,1,1,0,0,2015-03-16T07:45:08.907
5137532,2014-10-07T09:32:16.593,1,3,0,0,2018-07-08T17:17:13.327
925716,2014-10-07T10:17:37.817,101,1,4,0,2018-07-26T08:35:46.270
5139392,2014-10-07T13:03:08.257,1,1,0,0,2017-10-12T12:13:49.920
4121693,2014-10-07T13:05:52.337,1,1,0,0,2017-11-05T03:05:15.977
1720634,2014-10-07T13:50:44.823,1,2,0,0,2014-10-07T14:06:58.827
1614169,2014-10-07T17:13:12.180,171,3,0,0,2014-10-31T01:06:39.523
1132635,2014-10-07T17:21:27.620,101,1,0,0,2016-02-08T23:01:07.040
921675,2014-10-07T18:59:05.560,109,1,0,0,2018-08-08T11:05:51.910
207270,2014-10-07T19:01:06.983,101,5,6,0,2018-07-11T13:29:34.400
5141539,2014-10-07T20:26:10.990,1,1,0,0,2014-10-29T02:04:18.557
4275,2014-10-08T00:44:11.607,101,1,0,0,2018-03-10T01:30:52.100
5137355,2014-10-08T01:03:01.223,1,1,0,0,2018-07-21T03:15:55.383
1222686,2014-10-08T03:19:57.920,1,1,0,0,2018-04-18T20:36:42.237
5142821,2014-10-08T03:32:19.533,1,1,0,0,2014-10-08T03:32:19.533
3635078,2014-10-08T05:14:49.660,118,2,0,0,2017-02-18T08:57:36.713
3977002,2014-10-08T07:15:32.213,1,1,0,0,2016-11-04T17:30:37.217
3969282,2014-10-08T08:50:42.130,1,1,0,0,2017-08-29T06:38:15.143
3502541,2014-10-08T10:41:03.137,113,2,0,0,2017-06-19T10:11:42.677
20827,2014-10-08T10:48:43.040,101,1,0,0,2014-10-08T10:48:43.040
2321919,2014-10-08T15:39:32.497,101,1,2,0,2014-11-07T17:05:04.287
1585007,2014-10-08T15:50:59.443,41,1,0,0,2014-10-13T12:32:13.870
1024124,2014-10-08T16:44:39.940,101,2,0,0,2018-04-10T13:47:09.870
1242751,2014-10-08T21:59:32.700,1,1,0,0,2018-06-06T19:39:19.423
5147612,2014-10-08T22:12:31.823,1,0,0,0,2014-10-08T22:12:31.823
3907457,2014-10-09T01:27:47.503,33,2,0,0,2014-10-10T05:16:14.473
391148,2014-10-09T02:13:51.310,101,1,1,0,2017-11-26T04:00:01.120
5114872,2014-10-09T02:51:35.227,1,1,0,0,2014-10-09T02:51:35.227
317855,2014-10-09T06:50:24.877,1,1,0,0,2014-10-09T06:50:24.877
340794,2014-10-09T07:01:01.337,213,10,26,0,2018-08-30T13:39:08.690
4438552,2014-10-09T07:24:35.507,186,4,0,0,2018-08-08T13:22:55.873
14863,2014-10-09T08:41:29.447,111,2,4,0,2018-08-29T17:16:10.833
1125467,2014-10-09T10:14:20.270,1,2,0,0,2016-04-09T10:10:58.030
2115513,2014-10-09T10:18:28.430,146,5,0,0,2016-03-11T10:19:23.503
210629,2014-10-09T12:15:19.263,101,2,0,0,2015-06-13T10:43:18.377
4967968,2014-10-09T12:24:02.340,8,3,0,0,2014-10-14T05:00:02.233
900999,2014-10-09T14:07:25.187,101,1,0,0,2016-08-03T05:22:54.883
1732090,2014-10-09T15:08:34.053,1,2,0,0,2014-10-09T15:08:34.053
199785,2014-10-09T15:11:01.813,101,1,0,0,2014-10-09T15:11:01.813
4972340,2014-10-09T17:04:26.830,101,2,0,0,2014-10-15T02:43:22.760
1021726,2014-10-09T17:29:47.520,101,3,4,0,2017-10-02T12:48:22.193
328033,2014-10-09T18:39:02.760,101,1,0,0,2018-06-27T00:39:09.970
5153833,2014-10-10T01:12:19.163,21,0,0,0,2014-10-10T01:12:19.163
2565723,2014-10-10T08:10:39.797,1,1,0,0,2014-12-17T19:51:04.153
376902,2014-10-10T12:14:28.840,1,1,0,0,2014-10-21T20:25:40.943
375074,2014-10-10T14:07:20.713,101,1,3,0,2014-10-10T18:09:58.207
309576,2014-10-10T14:24:25.837,201,8,0,0,2015-05-11T20:34:40.530
263744,2014-10-10T16:35:16.257,101,2,1,0,2018-08-21T05:20:46.890
4868027,2014-10-10T18:17:45.440,1,1,0,0,2014-10-10T18:17:45.440
4343839,2014-10-11T01:40:23.263,101,0,0,0,2018-04-03T10:40:45.640
174662,2014-10-11T05:49:59.487,109,2,4,0,2018-08-02T04:19:48.040
2002112,2014-10-11T07:42:10.780,1,0,0,0,2015-02-03T03:03:36.583
4082491,2014-10-11T09:42:58.123,126,2,1,0,2018-07-31T14:02:11.480
2844950,2014-10-11T13:18:30.673,1,0,0,0,2014-10-12T04:23:08.220
4022201,2014-10-11T19:07:17.437,1,0,0,0,2014-10-11T19:07:17.437
97237,2014-10-11T19:37:28.317,101,1,0,0,2014-10-11T19:37:28.317
3271176,2014-10-11T23:08:01.877,101,3,0,0,2015-01-27T00:32:42.677
5023454,2014-10-11T23:26:11.837,21,1,0,0,2016-05-23T14:08:17.010
4467386,2014-10-12T05:27:17.687,66,3,0,0,2015-11-23T22:55:29.383
3050604,2014-10-12T11:11:28.780,58,3,0,0,2015-06-01T13:12:02.090
209234,2014-10-12T15:13:01.750,685,20,97,2,2018-08-05T17:37:35.237
3695618,2014-10-12T20:43:46.187,136,5,1,0,2018-07-09T18:58:31.913
1050582,2014-10-12T20:49:04.877,101,1,2,0,2018-05-21T02:57:49.693
370198,2014-10-12T21:10:36.793,101,2,1,0,2018-08-08T21:30:15.470
3124526,2014-10-12T22:50:19.553,1,1,0,0,2015-08-19T19:13:20.727
5165686,2014-10-13T01:28:57.350,1,1,0,0,2017-03-14T15:52:36.683
2647031,2014-10-13T03:05:09.643,101,2,0,0,2018-08-17T09:01:17.347
4518569,2014-10-13T06:33:11.047,1,1,0,0,2014-10-13T06:33:11.047
5166468,2014-10-13T06:38:15.907,1,1,0,0,2014-10-13T06:38:15.907
4631567,2014-10-13T10:13:40.407,1,1,0,0,2014-10-13T10:13:40.407
5000543,2014-10-13T10:16:41.803,1,3,0,0,2017-05-29T16:23:37.903
2409643,2014-10-13T12:10:00.887,1,1,0,0,2014-10-13T12:25:56.520
5076895,2014-10-13T12:52:44.867,1,1,0,0,2014-10-13T12:52:44.867
1784954,2014-10-13T18:34:59.007,101,1,0,0,2017-10-01T17:25:31.690
249377,2014-10-13T20:03:14.563,101,1,1,0,2014-10-13T20:03:14.563
5170437,2014-10-13T21:13:48.447,111,3,0,0,2014-10-13T22:01:58.957
2544670,2014-10-14T00:15:47.257,1,1,0,0,2018-08-16T01:57:54.637
2424832,2014-10-14T01:46:06.573,101,1,0,0,2017-08-19T19:57:26.167
2566570,2014-10-14T02:43:40.423,1,1,0,0,2014-10-14T02:43:40.423
1684954,2014-10-14T04:28:20.293,1,1,0,0,2014-10-14T04:28:20.293
3746582,2014-10-14T09:11:07.093,101,1,0,0,2014-10-14T09:11:07.093
4576019,2014-10-14T12:32:47.290,101,1,0,0,2018-07-12T15:40:43.680
3040588,2014-10-14T13:36:23.130,101,1,2,0,2016-04-27T13:35:18.917
2292081,2014-10-14T16:34:57.137,456,19,59,1,2018-08-27T04:01:10.000
4980021,2014-10-14T17:45:37.457,1,1,0,0,2014-10-14T17:45:37.457
5050442,2014-10-14T19:09:28.550,1,1,0,0,2014-10-24T15:39:34.200
5157215,2014-10-14T21:31:13.220,1,1,0,0,2014-11-07T05:49:07.277
2359553,2014-10-14T22:26:07.663,101,1,0,0,2017-09-15T03:23:29.700
3350911,2014-10-15T04:54:51.300,1,2,0,0,2014-10-15T04:54:51.300
5172539,2014-10-15T10:29:49.333,1,1,0,0,2016-05-31T20:07:14.980
1674454,2014-10-15T16:16:16.693,101,1,0,0,2014-10-15T16:16:16.693
2366764,2014-10-15T17:09:22.963,1,1,0,0,2018-04-03T07:14:04.050
2914642,2014-10-15T18:23:50.520,1,1,0,0,2014-10-15T18:23:50.520
5181396,2014-10-15T19:41:08.197,1,1,0,0,2014-10-15T19:41:08.197
2805775,2014-10-16T02:17:46.913,1,1,0,0,2018-08-25T18:29:21.387
141612,2014-10-16T03:33:54.343,101,1,1,0,2014-10-16T09:47:05.067
3771753,2014-10-16T04:03:42.797,1,1,0,0,2014-10-16T04:03:42.797
5183099,2014-10-16T04:44:14.247,1,1,0,0,2014-10-16T04:44:14.247
5105590,2014-10-16T05:42:11.220,31,1,0,0,2014-10-27T05:24:33.390
1770105,2014-10-16T07:00:40.547,101,1,2,0,2017-11-09T08:53:48.510
259171,2014-10-16T08:54:20.080,1,1,0,0,2014-10-16T08:54:20.080
1899788,2014-10-16T08:56:55.907,101,1,0,0,2017-08-31T22:15:41.770
3531019,2014-10-16T09:07:14.013,1,1,0,0,2015-12-14T11:36:52.710
3361951,2014-10-16T10:26:43.843,1,1,0,0,2014-10-16T10:26:43.843
1531609,2014-10-16T12:14:58.150,23,2,0,0,2017-08-09T15:22:20.997
3483955,2014-10-16T14:26:39.183,1,1,0,0,2016-05-04T13:28:33.497
2591787,2014-10-16T16:23:03.380,101,1,0,0,2018-05-04T15:03:20.273
5051816,2014-10-16T17:14:02.227,101,1,0,0,2014-10-16T17:14:02.227
4,2014-10-16T20:44:19.597,101,3,0,0,2014-10-16T20:44:19.597
2852312,2014-10-17T06:37:00.373,1,1,0,0,2014-10-17T06:37:00.373
75788,2014-10-17T10:01:01.967,101,1,0,0,2014-10-17T10:01:01.967
2139502,2014-10-17T10:03:32.457,218,7,10,0,2018-07-26T12:08:14.940
19681,2014-10-17T10:37:06.047,101,1,0,0,2017-05-23T04:54:31.750
1927313,2014-10-17T10:55:26.610,1,2,0,0,2014-10-17T11:19:21.733
3964922,2014-10-17T12:06:06.013,206,2,1,0,2017-06-21T12:19:31.903
1428848,2014-10-17T13:31:03.143,101,1,0,0,2018-07-27T19:41:29.573
5190854,2014-10-17T13:40:44.570,1,1,0,0,2015-11-10T16:07:45.537
2107004,2014-10-17T16:27:51.600,101,1,1,0,2016-01-28T03:10:47.840
433926,2014-10-17T17:15:04.667,2054,160,14,9,2018-08-25T01:56:41.810
4293100,2014-10-17T18:34:09.217,1,1,0,0,2014-10-17T18:34:09.217
5192495,2014-10-17T19:45:14.053,1,1,0,0,2014-10-17T19:45:14.053
919589,2014-10-17T20:37:14.943,18,2,2,0,2016-07-11T15:15:03.927
3462864,2014-10-18T02:53:53.893,1,1,0,0,2014-10-18T02:53:53.893
5193638,2014-10-18T03:22:19.060,21,0,0,0,2014-10-18T03:22:19.060
180006,2014-10-18T04:12:28.077,101,1,0,0,2014-10-18T04:12:28.077
3349208,2014-10-18T04:31:17.543,101,1,0,0,2017-05-18T08:57:53.880
5194271,2014-10-18T08:19:00.607,6,1,0,0,2014-10-18T08:19:00.607
5194408,2014-10-18T09:24:15.490,1,1,0,0,2014-10-31T22:44:09.580
1145390,2014-10-18T09:39:29.297,101,1,1,0,2018-01-28T22:25:04.593
78713,2014-10-18T13:30:25.273,116,4,0,0,2017-09-19T14:40:48.730
27974,2014-10-18T15:32:47.823,101,1,4,0,2018-06-18T16:36:10.693
5121262,2014-10-18T16:47:57.460,131,4,3,0,2018-08-28T21:07:05.637
4031555,2014-10-18T17:03:39.387,1,1,0,0,2018-03-18T23:59:10.140
5196408,2014-10-18T20:41:25.823,1,2,0,0,2018-06-22T16:42:46.980
4258453,2014-10-18T21:42:20.987,1,1,0,0,2017-12-05T05:48:32.370
2683173,2014-10-19T00:28:07.973,1,1,0,0,2018-08-17T02:45:50.223
237100,2014-10-19T01:27:25.793,101,1,0,0,2016-02-21T21:20:11.817
2098180,2014-10-19T03:04:32.460,101,1,0,0,2017-03-29T05:01:09.997
2348655,2014-10-19T05:43:11.197,1,1,0,0,2018-07-08T00:41:46.210
3920190,2014-10-19T10:58:51.297,38,6,0,0,2016-04-28T11:28:25.030
4942913,2014-10-19T12:06:21.570,1,2,0,0,2014-10-27T13:26:13.077
3024837,2014-10-19T15:59:56.320,1,1,0,0,2014-10-19T15:59:56.320
2898447,2014-10-19T16:01:31.673,101,1,0,0,2014-10-19T16:01:31.673
326814,2014-10-19T18:03:27.457,1,1,0,0,2015-04-10T00:36:48.683
144803,2014-10-19T18:26:33.523,101,9,0,0,2018-07-27T20:02:02.267
5199765,2014-10-19T19:12:32.940,61,0,0,0,2014-10-19T19:12:32.940
4108326,2014-10-19T20:13:45.510,1,3,0,0,2017-04-12T09:57:29.027
969880,2014-10-19T21:25:13.320,101,1,0,0,2017-11-05T15:50:50.080
419673,2014-10-19T22:09:19.663,1,1,0,0,2016-02-02T03:06:20.507
89800,2014-10-20T00:34:23.070,101,1,3,0,2018-04-03T05:35:35.050
430786,2014-10-20T04:17:19.103,101,1,4,0,2018-05-03T15:02:43.293
4766594,2014-10-20T06:35:17.587,68,8,0,0,2015-03-12T08:37:16.360
5201817,2014-10-20T08:37:30.113,1,1,0,0,2014-10-27T07:08:52.397
2325017,2014-10-20T08:40:04.080,316,13,5,0,2018-08-03T10:11:03.080
3499855,2014-10-20T10:14:14.220,101,2,0,0,2017-11-17T05:58:46.650
5202919,2014-10-20T11:57:20.473,1,1,0,0,2014-10-20T11:57:20.473
5203377,2014-10-20T14:11:03.850,1,1,0,0,2015-06-18T11:57:00.767
3674841,2014-10-20T15:00:15.190,1,1,0,0,2014-10-22T16:23:03.403
4729481,2014-10-20T15:28:38.823,241,3,1,0,2017-07-31T18:49:34.567
5204473,2014-10-20T17:02:19.420,1,1,0,0,2016-01-04T18:24:00.170
1396852,2014-10-20T17:43:02.067,101,1,1,0,2017-07-14T12:50:53.763
4326347,2014-10-20T19:14:48.137,1,1,0,0,2017-03-22T14:26:10.740
1719338,2014-10-20T19:16:44.433,101,2,6,0,2018-08-21T07:08:31.377
